1988-07-18, 14:00, 32342.58, 1988.545,  1,  4, 348.58
1988-07-25, 14:01, 32349.58, 1988.564,  2,  4, 365.64
1988-08-01, 14:01, 32356.58, 1988.584,  2,  0, 346.05
1988-08-08, 14:10, 32363.59, 1988.603,  1,  4, 345.91
1988-08-15, 14:02, 32370.58, 1988.622,  1,  4, 344.43
1988-08-22, 14:01, 32377.58, 1988.641,  2,  0, 343.85
1988-09-13, 14:01, 32399.58, 1988.701,  1,  4, 344.11
1988-10-08, 13:16, 32424.55, 1988.769,  2,  0, 348.07
1988-10-14, 13:33, 32430.56, 1988.786,  2,  4, 351.48
1988-10-21, 12:16, 32437.51, 1988.805,  2,  0, 351.13
1988-10-28, 11:21, 32444.47, 1988.824,  2,  0, 351.41
1988-11-07, 15:15, 32454.64, 1988.851,  2,  4, 358.69
1988-11-11, 14:04, 32458.59, 1988.862,  2,  0, 354.42
1988-12-30, 14:22, 32507.60, 1988.996,  2,  0, 358.40
1989-01-06, 14:30, 32514.60, 1989.015,  1,  4, 372.64
1989-01-13, 11:36, 32521.48, 1989.034,  2,  0, 355.80
1989-01-20, 11:53, 32528.49, 1989.053,  2,  0, 357.06
1989-02-04, 16:42, 32543.70, 1989.095,  2,  5, 363.07
1989-02-10, 12:14, 32549.51, 1989.111,  2,  0, 358.80
1989-02-24, 12:46, 32563.53, 1989.149,  2,  4, 358.72
1989-03-03, 12:16, 32570.51, 1989.169,  2,  0, 359.40
1989-03-17, 19:59, 32584.83, 1989.208,  2,  0, 360.72
1989-04-14, 12:24, 32612.52, 1989.284,  2,  0, 359.35
1989-04-21, 11:10, 32619.47, 1989.303,  2,  0, 359.88
1989-04-28, 11:43, 32626.49, 1989.322,  2,  4, 360.28
1989-05-05, 11:20, 32633.47, 1989.341,  1,  4, 360.13
1989-05-12, 11:17, 32640.47, 1989.360,  2,  0, 360.48
1989-05-19, 12:23, 32647.52, 1989.379,  2,  0, 359.22
1989-05-26, 11:17, 32654.47, 1989.399,  2,  0, 358.84
1989-06-02, 11:26, 32661.48, 1989.418,  2,  0, 357.78
1989-06-10, 13:48, 32669.57, 1989.440,  2,  0, 358.44
1989-06-16, 12:36, 32675.52, 1989.456,  2,  0, 358.16
1989-06-23, 13:21, 32682.56, 1989.475,  2,  0, 356.73
1989-06-30, 13:12, 32689.55, 1989.495,  2,  0, 355.54
1989-07-07, 13:52, 32696.58, 1989.514,  2,  0, 353.54
1989-08-11, 10:54, 32731.45, 1989.609,  2,  0, 346.25
1989-08-19, 14:58, 32739.62, 1989.632,  2,  4, 348.10
1989-08-25, 13:35, 32745.57, 1989.648,  2,  4, 358.96
1989-09-01, 14:39, 32752.61, 1989.667,  2,  4, 359.02
1989-09-08, 15:26, 32759.64, 1989.687,  2,  0, 345.53
1989-09-14, 16:20, 32765.68, 1989.703,  2,  4, 347.01
1989-09-29, 12:55, 32780.54, 1989.744,  2,  4, 350.06
1989-10-06, 14:16, 32787.59, 1989.763,  2,  4, 355.95
1989-10-13, 16:04, 32794.67, 1989.783,  2,  4, 356.09
1989-10-20, 11:48, 32801.49, 1989.801,  2,  4, 357.58
1989-10-27, 13:27, 32808.56, 1989.821,  2,  0, 351.77
1989-11-03, 17:06, 32815.71, 1989.840,  2,  0, 353.15
1989-11-11, 14:11, 32823.59, 1989.862,  2,  4, 354.01
1989-11-18, 21:14, 32830.88, 1989.882,  2,  4, 357.66
1989-11-26, 17:31, 32838.73, 1989.903,  2,  0, 356.03
1989-12-02, 14:28, 32844.60, 1989.919,  2,  0, 357.95
1989-12-08, 15:35, 32850.65, 1989.936,  2,  0, 359.34
1989-12-15, 12:45, 32857.53, 1989.955,  2,  0, 358.46
1989-12-22, 15:41, 32864.65, 1989.974,  2,  0, 356.57
1989-12-29, 12:39, 32871.53, 1989.993,  2,  5, 362.87
1990-01-05, 14:45, 32878.61, 1990.013,  2,  0, 359.56
1990-01-12, 14:26, 32885.60, 1990.032,  2,  0, 359.95
1990-01-26, 13:31, 32899.56, 1990.070,  2,  0, 358.38
1990-02-04, 14:58, 32908.62, 1990.095,  2,  0, 359.70
1990-02-11, 15:22, 32915.64, 1990.114,  2,  0, 359.77
1990-02-17, 16:30, 32921.69, 1990.131,  2,  0, 360.00
1990-02-23, 17:17, 32927.72, 1990.147,  2,  0, 361.09
1990-03-02, 14:30, 32934.60, 1990.166,  2,  0, 360.69
1990-03-18, 16:44, 32950.70, 1990.210,  2,  0, 360.38
1990-03-23, 13:02, 32955.54, 1990.223,  2,  0, 361.13
1990-03-30, 14:13, 32962.59, 1990.243,  2,  0, 361.15
1990-04-05, 11:56, 32968.50, 1990.259,  2,  0, 360.56
1990-04-14, 17:46, 32977.74, 1990.284,  2,  0, 361.10
1990-04-20, 13:21, 32983.56, 1990.300,  2,  0, 360.34
1990-04-27, 16:17, 32990.68, 1990.320,  2,  0, 360.67
1990-05-04, 18:48, 32997.78, 1990.339,  2,  0, 360.44
1990-05-11, 13:27, 33004.56, 1990.358,  2,  0, 360.77
1990-05-21, 15:06, 33014.63, 1990.385,  3,  0, 359.78
1990-05-25, 11:23, 33018.47, 1990.396,  2,  0, 359.96
1990-06-01, 12:35, 33025.52, 1990.415,  2,  0, 359.60
1990-06-08, 11:05, 33032.46, 1990.434,  2,  0, 358.32
1990-06-15, 12:42, 33039.53, 1990.454,  2,  0, 357.47
1990-06-22, 13:19, 33046.55, 1990.473,  2,  0, 356.80
1990-06-29, 14:02, 33053.58, 1990.492,  2,  4, 356.23
1990-07-06, 13:38, 33060.57, 1990.511,  2,  0, 352.31
1990-07-13, 10:45, 33067.45, 1990.530,  2,  0, 353.29
1990-07-20, 09:43, 33074.40, 1990.549,  2,  4, 355.31
1990-07-28, 15:20, 33082.64, 1990.572,  2,  0, 347.99
1990-08-03, 14:19, 33088.60, 1990.588,  2,  4, 352.66
1990-08-12, 11:01, 33097.46, 1990.612,  2,  4, 365.49
1990-08-19, 14:16, 33104.59, 1990.632,  2,  0, 346.25
1990-08-27, 19:16, 33112.80, 1990.654,  2,  0, 345.28
1990-09-03, 13:39, 33119.57, 1990.673,  2,  0, 346.02
1990-09-07, 15:04, 33123.63, 1990.684,  2,  0, 346.47
1990-09-16, 12:16, 33132.51, 1990.708,  2,  4, 348.12
1990-09-21, 10:56, 33137.46, 1990.722,  2,  4, 349.73
1990-10-05, 14:12, 33151.59, 1990.761,  2,  0, 348.61
1990-10-19, 13:26, 33165.56, 1990.799,  2,  0, 351.79
1990-10-26, 13:34, 33172.57, 1990.818,  2,  0, 352.86
1990-11-02, 13:55, 33179.58, 1990.837,  2,  0, 354.36
1990-11-09, 15:11, 33186.63, 1990.857,  2,  0, 355.72
1990-11-16, 11:42, 33193.49, 1990.875,  2,  0, 356.37
1990-11-23, 14:07, 33200.59, 1990.895,  2,  0, 356.21
1990-11-30, 17:26, 33207.73, 1990.914,  2,  0, 356.51
1990-12-07, 15:11, 33214.63, 1990.933,  2,  4, 358.85
1990-12-15, 12:48, 33222.53, 1990.955,  2,  0, 358.79
1990-12-21, 16:14, 33228.68, 1990.972,  2,  0, 358.31
1990-12-28, 15:23, 33235.64, 1990.991,  2,  0, 359.50
1991-01-04, 16:16, 33242.68, 1991.010,  2,  0, 359.35
1991-01-11, 12:03, 33249.50, 1991.029,  2,  0, 360.78
1991-01-21, 17:44, 33259.74, 1991.057,  2,  0, 360.95
1991-01-28, 16:38, 33266.69, 1991.076,  2,  0, 361.12
1991-02-01, 20:24, 33270.85, 1991.087,  2,  0, 360.64
1991-02-12, 17:03, 33281.71, 1991.117,  2,  0, 363.22
1991-02-16, 16:55, 33285.70, 1991.128,  2,  0, 362.64
1991-02-23, 15:46, 33292.66, 1991.147,  2,  4, 362.72
1991-02-27, 16:18, 33296.68, 1991.158,  2,  0, 361.78
1991-03-12, 20:03, 33309.84, 1991.194,  2,  0, 360.13
1991-03-17, 13:26, 33314.56, 1991.207,  2,  0, 361.17
1991-03-22, 17:36, 33319.73, 1991.221,  2,  0, 361.72
1991-03-29, 16:33, 33326.69, 1991.240,  2,  0, 361.13
1991-04-05, 13:08, 33333.55, 1991.259,  2,  0, 362.56
1991-04-12, 13:34, 33340.57, 1991.278,  2,  0, 361.79
1991-04-19, 15:31, 33347.65, 1991.298,  2,  0, 361.93
1991-04-27, 13:56, 33355.58, 1991.319,  2,  0, 361.50
1991-05-03, 11:14, 33361.47, 1991.336,  2,  0, 361.66
1991-05-11, 12:22, 33369.52, 1991.358,  2,  0, 361.68
1991-05-17, 13:38, 33375.57, 1991.374,  2,  0, 361.52
1991-05-25, 10:48, 33383.45, 1991.396,  2,  0, 361.48
1991-05-31, 10:52, 33389.45, 1991.412,  2,  0, 360.52
1991-06-22, 11:30, 33411.48, 1991.473,  2,  0, 358.82
1991-06-28, 12:13, 33417.51, 1991.489,  1,  4, 358.13
1991-07-01, 12:54, 33420.54, 1991.497,  2,  0, 357.03
1991-07-05, 13:35, 33424.57, 1991.508,  2,  0, 357.31
1991-07-12, 12:00, 33431.50, 1991.527,  2,  0, 356.09
1991-07-19, 14:16, 33438.59, 1991.547,  2,  0, 352.16
1991-07-26, 13:31, 33445.56, 1991.566,  2,  0, 351.14
1991-08-02, 16:04, 33452.67, 1991.585,  2,  0, 349.56
1991-08-10, 11:53, 33460.49, 1991.607,  2,  0, 348.32
1991-08-19, 11:05, 33469.46, 1991.631,  2,  0, 347.44
1991-08-24, 16:09, 33474.67, 1991.646,  2,  0, 346.47
1991-08-30, 11:45, 33480.49, 1991.662,  2,  0, 347.16
1991-09-06, 00:00, 33487.00, 1991.679,  2,  0, 347.73
1991-09-13, 00:00, 33494.00, 1991.699,  2,  0, 348.73
1991-09-20, 12:29, 33501.52, 1991.719,  2,  0, 349.23
1991-09-30, 13:36, 33511.57, 1991.747,  2,  4, 351.36
1991-10-04, 14:54, 33515.62, 1991.758,  2,  0, 350.67
1991-10-13, 14:19, 33524.60, 1991.782,  2,  0, 352.86
1991-10-22, 00:55, 33533.04, 1991.806,  3,  4, 354.83
1991-10-25, 16:39, 33536.69, 1991.816,  2,  0, 354.84
1991-11-02, 13:24, 33544.56, 1991.837,  2,  4, 357.41
1991-11-09, 17:49, 33551.74, 1991.857,  2,  0, 355.99
1991-11-22, 15:16, 33564.64, 1991.892,  2,  0, 359.38
1991-11-29, 13:07, 33571.55, 1991.911,  2,  0, 358.81
1991-12-06, 14:41, 33578.61, 1991.930,  2,  0, 359.49
1991-12-13, 17:25, 33585.73, 1991.950,  2,  0, 358.00
1991-12-21, 17:55, 33593.75, 1991.972,  2,  0, 362.04
1991-12-29, 14:28, 33601.60, 1991.993,  2,  5, 366.23
1992-01-03, 18:56, 33606.79, 1992.008,  2,  0, 360.36
1992-01-10, 19:01, 33613.79, 1992.027,  2,  0, 362.78
1992-01-20, 16:40, 33623.69, 1992.054,  2,  0, 362.81
1992-01-23, 15:32, 33626.65, 1992.062,  2,  5, 366.86
1992-01-30, 18:42, 33633.78, 1992.081,  2,  0, 362.66
1992-02-06, 16:48, 33640.70, 1992.100,  2,  0, 362.81
1992-02-13, 14:40, 33647.61, 1992.119,  2,  0, 361.33
1992-02-20, 17:47, 33654.74, 1992.139,  2,  0, 363.75
1992-02-27, 15:50, 33661.66, 1992.158,  2,  0, 361.04
1992-03-05, 17:58, 33668.75, 1992.177,  2,  0, 362.51
1992-03-12, 15:11, 33675.63, 1992.196,  2,  0, 364.69
1992-03-19, 17:26, 33682.73, 1992.215,  2,  0, 364.84
1992-03-26, 19:09, 33689.80, 1992.234,  2,  0, 363.09
1992-04-03, 12:27, 33697.52, 1992.256,  2,  0, 362.39
1992-04-09, 15:47, 33703.66, 1992.272,  2,  0, 362.57
1992-04-16, 16:17, 33710.68, 1992.291,  2,  0, 362.57
1992-04-23, 17:12, 33717.72, 1992.311,  2,  0, 362.93
1992-04-30, 17:09, 33724.71, 1992.330,  2,  0, 362.85
1992-05-07, 16:20, 33731.68, 1992.349,  2,  0, 363.06
1992-05-21, 18:12, 33745.76, 1992.387,  2,  0, 363.24
1992-05-29, 15:12, 33753.63, 1992.409,  2,  0, 362.71
1992-06-04, 17:03, 33759.71, 1992.425,  2,  0, 362.66
1992-06-11, 15:06, 33766.63, 1992.444,  2,  0, 362.02
1992-06-19, 12:10, 33774.51, 1992.466,  2,  0, 361.22
1992-06-27, 21:34, 33782.90, 1992.489,  2,  0, 359.72
1992-07-03, 11:43, 33788.49, 1992.504,  2,  0, 357.12
1992-07-12, 13:35, 33797.57, 1992.529,  2,  0, 354.91
1992-07-17, 16:40, 33802.69, 1992.543,  2,  0, 354.79
1992-07-23, 17:04, 33808.71, 1992.559,  2,  0, 351.81
1992-07-30, 13:42, 33815.57, 1992.578,  2,  0, 348.72
1992-08-07, 15:20, 33823.64, 1992.600,  2,  0, 347.64
1992-08-15, 14:23, 33831.60, 1992.622,  2,  0, 346.57
1992-08-23, 13:36, 33839.57, 1992.644,  2,  0, 347.06
1992-08-28, 14:27, 33844.60, 1992.657,  2,  0, 346.59
1992-09-03, 13:27, 33850.56, 1992.674,  2,  0, 347.42
1992-09-12, 10:48, 33859.45, 1992.698,  2,  0, 347.50
1992-09-19, 16:25, 33866.68, 1992.718,  2,  0, 347.79
1992-09-27, 11:09, 33874.46, 1992.739,  2,  4, 348.69
1992-10-03, 13:33, 33880.56, 1992.756,  2,  0, 350.42
1992-10-10, 11:55, 33887.50, 1992.775,  2,  0, 350.92
1992-10-17, 10:24, 33894.43, 1992.794,  1,  4, 352.24
1992-10-24, 13:03, 33901.54, 1992.813,  2,  0, 353.27
1992-10-31, 13:24, 33908.56, 1992.832,  2,  0, 355.34
1992-11-05, 15:54, 33913.66, 1992.846,  2,  4, 356.37
1992-11-14, 18:31, 33922.77, 1992.871,  2,  4, 360.85
1992-11-21, 13:44, 33929.57, 1992.890,  2,  0, 356.57
1992-11-28, 11:51, 33936.49, 1992.908,  2,  0, 359.01
1992-12-04, 16:04, 33942.67, 1992.925,  2,  0, 358.71
1992-12-13, 16:45, 33951.70, 1992.950,  2,  0, 362.01
1992-12-19, 19:19, 33957.80, 1992.967,  2,  0, 362.13
1992-12-26, 12:45, 33964.53, 1992.985,  2,  0, 360.68
1992-12-31, 13:32, 33969.56, 1992.999,  2,  0, 362.64
1993-01-07, 18:02, 33976.75, 1993.018,  2,  0, 363.44
1993-01-15, 18:53, 33984.79, 1993.041,  2,  0, 360.69
1993-01-21, 15:26, 33990.64, 1993.057,  2,  0, 360.58
1993-01-28, 15:38, 33997.65, 1993.076,  2,  0, 363.22
1993-02-04, 15:34, 34004.65, 1993.095,  2,  0, 361.01
1993-02-11, 13:18, 34011.55, 1993.114,  2,  0, 361.84
1993-02-18, 14:55, 34018.62, 1993.133,  2,  0, 362.93
1993-02-25, 12:00, 34025.50, 1993.152,  2,  0, 361.88
1993-03-05, 15:48, 34033.66, 1993.174,  2,  0, 361.79
1993-03-11, 12:09, 34039.51, 1993.190,  2,  0, 362.69
1993-03-19, 16:19, 34047.68, 1993.213,  3,  0, 362.57
1993-03-26, 13:14, 34054.55, 1993.232,  2,  0, 364.08
1993-04-01, 12:57, 34060.54, 1993.248,  2,  0, 362.96
1993-04-08, 12:02, 34067.50, 1993.267,  2,  0, 363.29
1993-04-15, 16:26, 34074.68, 1993.287,  2,  0, 364.38
1993-04-22, 16:48, 34081.70, 1993.306,  2,  0, 363.63
1993-04-29, 14:55, 34088.62, 1993.325,  2,  0, 363.38
1993-05-06, 12:01, 34095.50, 1993.344,  2,  4, 383.55
1993-05-13, 14:29, 34102.60, 1993.363,  2,  4, 371.57
1993-05-20, 14:06, 34109.59, 1993.382,  2,  4, 364.73
1993-05-27, 11:34, 34116.48, 1993.401,  2,  4, 366.52
1993-06-03, 13:13, 34123.55, 1993.421,  2,  4, 388.31
1993-06-10, 17:19, 34130.72, 1993.440,  1,  4, 362.91
1993-06-17, 14:22, 34137.60, 1993.459,  2,  0, 362.02
1993-06-24, 11:32, 34144.48, 1993.478,  2,  0, 358.16
1993-07-01, 11:29, 34151.48, 1993.497,  2,  0, 358.12
1993-07-08, 16:24, 34158.68, 1993.517,  2,  0, 357.05
1993-07-15, 16:09, 34165.67, 1993.536,  2,  0, 355.19
1993-07-22, 16:22, 34172.68, 1993.555,  2,  0, 350.98
1993-07-29, 14:35, 34179.61, 1993.574,  2,  0, 349.62
1993-08-06, 07:17, 34187.30, 1993.595,  2,  0, 350.10
1993-08-20, 08:11, 34201.34, 1993.634,  2,  0, 347.52
1993-08-26, 10:33, 34207.44, 1993.651,  2,  0, 346.90
1993-09-02, 11:18, 34214.47, 1993.670,  2,  0, 347.63
1993-09-09, 10:41, 34221.45, 1993.689,  1,  4, 349.31
1993-09-17, 10:32, 34229.44, 1993.711,  2,  0, 349.03
1993-09-23, 11:47, 34235.49, 1993.727,  2,  0, 349.75
1993-09-30, 10:14, 34242.43, 1993.746,  2,  0, 349.94
1993-10-07, 10:43, 34249.45, 1993.766,  2,  0, 351.22
1993-10-15, 11:17, 34257.47, 1993.788,  2,  0, 354.08
1993-10-21, 09:52, 34263.41, 1993.804,  2,  0, 353.88
1993-10-28, 11:06, 34270.46, 1993.823,  2,  0, 356.12
1993-11-04, 11:48, 34277.49, 1993.842,  2,  0, 355.85
1993-11-11, 11:15, 34284.47, 1993.862,  2,  0, 356.77
1993-11-18, 11:20, 34291.47, 1993.881,  2,  0, 356.90
1993-11-25, 11:44, 34298.49, 1993.900,  2,  4, 357.85
1993-12-02, 11:13, 34305.47, 1993.919,  2,  0, 361.02
1993-12-09, 11:18, 34312.47, 1993.938,  2,  0, 359.05
1993-12-16, 11:26, 34319.48, 1993.957,  2,  0, 360.21
1993-12-23, 11:30, 34326.48, 1993.977,  1,  4, 360.49
1993-12-30, 12:20, 34333.51, 1993.996,  2,  0, 360.61
1994-01-06, 12:16, 34340.51, 1994.015,  2,  0, 362.12
1994-01-14, 12:32, 34348.52, 1994.037,  2,  0, 364.27
1994-01-19, 17:58, 34353.75, 1994.051,  2,  0, 363.32
1994-01-27, 12:39, 34361.53, 1994.073,  2,  0, 362.64
1994-02-02, 15:59, 34367.67, 1994.089,  2,  0, 363.69
1994-02-10, 12:28, 34375.52, 1994.111,  2,  0, 364.91
1994-02-17, 15:04, 34382.63, 1994.130,  2,  0, 362.60
1994-02-23, 16:20, 34388.68, 1994.147,  2,  0, 365.23
1994-03-04, 11:57, 34397.50, 1994.171,  2,  0, 365.61
1994-03-10, 11:14, 34403.47, 1994.188,  2,  0, 364.25
1994-03-17, 12:40, 34410.53, 1994.207,  2,  0, 364.35
1994-03-24, 00:00, 34417.00, 1994.225,  2,  0, 365.01
1994-03-31, 10:36, 34424.44, 1994.245,  2,  0, 365.17
1994-04-07, 14:44, 34431.61, 1994.265,  2,  0, 365.04
1994-04-14, 11:04, 34438.46, 1994.283,  2,  0, 364.58
1994-04-21, 10:49, 34445.45, 1994.303,  2,  0, 363.93
1994-04-28, 10:54, 34452.45, 1994.322,  2,  0, 364.47
1994-05-05, 10:45, 34459.45, 1994.341,  2,  0, 364.30
1994-05-12, 10:23, 34466.43, 1994.360,  2,  0, 364.27
1994-05-19, 09:55, 34473.41, 1994.379,  2,  0, 364.33
1994-05-26, 10:42, 34480.45, 1994.398,  2,  0, 364.06
1994-06-02, 09:48, 34487.41, 1994.418,  2,  0, 363.79
1994-06-09, 09:52, 34494.41, 1994.437,  2,  0, 363.53
1994-06-17, 10:28, 34502.44, 1994.459,  2,  0, 362.39
1994-06-23, 13:16, 34508.55, 1994.475,  2,  0, 361.15
1994-06-30, 10:30, 34515.44, 1994.494,  2,  0, 357.59
1994-07-14, 10:21, 34529.43, 1994.533,  2,  0, 357.18
1994-07-21, 10:20, 34536.43, 1994.552,  2,  0, 355.14
1994-07-28, 10:23, 34543.43, 1994.571,  2,  0, 353.52
1994-08-04, 11:05, 34550.46, 1994.590,  2,  0, 352.57
1994-08-11, 10:21, 34557.43, 1994.609,  2,  0, 351.26
1994-08-19, 09:41, 34565.40, 1994.631,  2,  4, 349.99
1994-08-25, 09:37, 34571.40, 1994.648,  2,  0, 350.22
1994-09-01, 10:02, 34578.42, 1994.667,  2,  0, 350.51
1994-09-08, 09:04, 34585.38, 1994.686,  2,  0, 350.19
1994-09-15, 10:58, 34592.46, 1994.705,  2,  0, 349.64
1994-09-22, 10:29, 34599.44, 1994.724,  2,  0, 351.39
1994-09-29, 12:00, 34606.50, 1994.744,  2,  0, 351.85
1994-10-06, 11:11, 34613.47, 1994.763,  2,  0, 353.90
1994-10-13, 10:57, 34620.46, 1994.782,  2,  0, 356.37
1994-10-20, 13:49, 34627.58, 1994.802,  2,  0, 356.86
1994-10-27, 12:03, 34634.50, 1994.821,  2,  0, 358.01
1994-11-03, 18:48, 34641.78, 1994.841,  2,  4, 392.18
1994-11-10, 17:44, 34648.74, 1994.860,  2,  4, 359.32
1994-11-17, 18:15, 34655.76, 1994.879,  2,  0, 359.62
1994-11-24, 17:58, 34662.75, 1994.898,  2,  0, 361.70
1994-12-01, 19:13, 34669.80, 1994.917,  2,  0, 361.95
1994-12-08, 17:50, 34676.74, 1994.936,  2,  0, 363.49
1994-12-15, 17:21, 34683.72, 1994.955,  2,  0, 363.22
1994-12-23, 18:36, 34691.77, 1994.977,  2,  0, 363.90
1994-12-29, 16:16, 34697.68, 1994.994,  2,  0, 363.56
1995-01-06, 16:29, 34705.69, 1995.016,  2,  0, 363.24
1995-01-12, 16:12, 34711.67, 1995.032,  2,  0, 362.90
1995-01-19, 16:19, 34718.68, 1995.051,  2,  0, 363.20
1995-01-28, 16:54, 34727.70, 1995.076,  2,  0, 364.74
1995-02-02, 19:41, 34732.82, 1995.090,  2,  0, 364.75
1995-02-09, 19:05, 34739.79, 1995.109,  2,  4, 371.54
1995-02-16, 17:30, 34746.73, 1995.128,  2,  0, 364.75
1995-02-23, 16:16, 34753.68, 1995.147,  2,  0, 365.14
1995-03-02, 15:27, 34760.64, 1995.166,  2,  0, 367.99
1995-03-09, 13:24, 34767.56, 1995.185,  2,  0, 365.45
1995-03-16, 14:23, 34774.60, 1995.204,  2,  0, 365.80
1995-03-23, 11:37, 34781.48, 1995.223,  2,  0, 366.14
1995-03-31, 14:14, 34789.59, 1995.245,  2,  0, 368.17
1995-04-06, 09:58, 34795.42, 1995.261,  2,  0, 366.66
1995-04-14, 11:06, 34803.46, 1995.283,  2,  0, 367.00
1995-04-20, 11:50, 34809.49, 1995.300,  2,  4, 381.64
1995-04-27, 10:17, 34816.43, 1995.319,  2,  0, 365.39
1995-05-04, 11:38, 34823.48, 1995.338,  2,  0, 365.52
1995-05-11, 11:26, 34830.48, 1995.357,  2,  0, 365.69
1995-05-18, 11:06, 34837.46, 1995.377,  2,  0, 365.77
1995-05-25, 10:55, 34844.45, 1995.396,  2,  0, 365.77
1995-06-01, 11:11, 34851.47, 1995.415,  2,  4, 365.04
1995-06-08, 11:10, 34858.46, 1995.434,  2,  0, 364.87
1995-06-16, 10:45, 34866.45, 1995.456,  2,  0, 364.65
1995-06-23, 10:15, 34873.43, 1995.475,  2,  0, 362.55
1995-06-29, 10:56, 34879.46, 1995.492,  2,  0, 362.12
1995-07-06, 10:46, 34886.45, 1995.511,  2,  0, 361.16
1995-07-13, 11:03, 34893.46, 1995.530,  2,  0, 359.92
1995-07-20, 10:08, 34900.42, 1995.549,  2,  0, 357.55
1995-07-28, 14:20, 34908.60, 1995.571,  2,  0, 354.11
1995-08-03, 10:34, 34914.44, 1995.588,  2,  0, 352.53
1995-08-11, 10:59, 34922.46, 1995.609,  2,  0, 352.63
1995-08-18, 11:17, 34929.47, 1995.629,  2,  0, 352.19
1995-08-25, 12:14, 34936.51, 1995.648,  2,  0, 352.22
1995-09-01, 12:14, 34943.51, 1995.667,  2,  0, 352.70
1995-09-08, 11:10, 34950.46, 1995.686,  2,  0, 352.21
1995-09-17, 11:30, 34959.48, 1995.711,  2,  0, 353.60
1995-09-22, 12:09, 34964.51, 1995.725,  2,  0, 355.21
1995-09-29, 11:35, 34971.48, 1995.744,  2,  0, 354.99
1995-10-05, 11:23, 34977.47, 1995.760,  2,  0, 355.27
1995-10-13, 13:03, 34985.54, 1995.782,  2,  0, 356.55
1995-10-20, 10:58, 34992.46, 1995.801,  2,  4, 373.20
1995-10-27, 11:53, 34999.50, 1995.821,  2,  0, 359.84
1995-11-03, 13:55, 35006.58, 1995.840,  2,  0, 360.80
1995-11-10, 13:09, 35013.55, 1995.859,  2,  0, 363.11
1995-11-17, 13:16, 35020.55, 1995.878,  2,  0, 362.77
